FILE;TIPO;IMAGES;FONTS;SIZE;CREATOR;PRODUCER;TAGGED;FORM;PAGES;ENCRYPTED;OPTIMIZED;PAGESIZE;VERSION;ROTATION;PAGELINESFIRST;PAGELINESSECOND;PAGELINESLAST;FWORDS1;TWORDS1
F001;txt;3;5;118266;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;4;no;no;595 x 842 pts (A4);1.4;0;34;16;34;11;211
F002;txt;3;5;118548;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;4;no;no;595 x 842 pts (A4);1.4;0;38;16;34;16;240
F003;ocr;1;0;274558;none;none;no;none;1;no;yes;841.89 x 595.276 pts (A4);1.4;270;1;0;0;0;0
F004;txt;3;10;86078;Microsoft® Word 2010 ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: þÿ ;no;none;3;no;yes;595 x 842 pts (A4);1.5;0;24;36;70;1;60
F005;ocr;3;4;355091;PFU ScanSnap Manager 6.2.20 #iX500 ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: Adobe PDF Scan Library 3.2) ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;43;11;11;1;168
F006;txt;6;11;269773;none;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F007;ocr;18;0;29915;KMBT_C364 ;KONICA MINOLTA bizhub C364 ;no;none;1;no;yes;595.08 x 841.68 pts;1.4;0;1;0;0;0;0
F008;ocr;6;0;278590;PDFCreator Version 1.5.0 ;GPL Ghostscript 9.05 ;no;none;2;no;no;595 x 842 pts (A4);1.4;90;1;1;1;0;0
F009;ocr;5;0;477850;250;250;no;none;5;no;yes;841.68 x 595.08 pts;1.4;0;1;1;1;0;0
F010;txt;1;2;67751;Microsoft Office Word ;Aspose.Words for .NET 10.3.0.0 ;no;none;1;no;yes;595.3 x 841.9 pts (A4);1.5;0;36;0;0;16;170
F011;txt;4;9;309361;Microsoft® Word 2010 ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: þÿ M i c r o s o f t ®   W o r d   2 0 1 0) ;no;none;3;no;no;595 x 842 pts (A4);1.5;0;29;81;68;4;106
F012;txt;2;4;984898;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;4;no;yes;595 x 842 pts (A4);1.4;0;56;54;1;9;253
F013;ocr;3;3;102362;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F014;ocr;3;3;108858;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F015;txt;28;2;180765;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;no;none;4;no;yes;595.32 x 841.92 pts (A4);1.5;0;41;1;1;13;222
F016;txt;142;2;408300;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;no;none;11;no;yes;595.32 x 841.92 pts (A4);1.5;0;52;1;1;15;246
F017;txt;110;2;328880;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;no;AcroForm;9;no;yes;595.32 x 841.92 pts (A4);1.5;0;53;1;1;13;203
F018;txt;0;6;660745;PDFCreator 2.2.2.0 Producer:       PDFCreator 2.2.2.0;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F019;txt;142;2;345042;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;no;none;10;no;yes;595.32 x 841.92 pts (A4);1.5;0;55;1;1;19;289
F020;txt;2;6;129836;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F021;ocr;3;0;1759112;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;3;no;yes;595.2 x 841.44 pts;1.4;0;1;1;1;0;0
F022;ocr;1;0;378841;RICOH MP C5503 ;RICOH MP C5503 ;no;none;1;no;yes;841.92 x 595.2 pts (A4);1.4;90;1;0;0;0;0
F023;txt;2;8;173106;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F024;txt;5;18;148488;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;5;no;no;595 x 842 pts (A4);1.4;0;36;40;39;9;127
F025;txt;15;22;233552;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;15;no;no;595 x 842 pts (A4);1.4;0;36;22;21;9;129
F026;txt;347;10;9294250;Aspose.Words ;Aspose.Pdf.Kit for .NET 5.4.0.0 ;no;none;349;no;yes;595.35 x 842 pts (A4);1.6;0;55;7;38;16;343
F027;txt;7;4;503559;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;8;no;yes;595 x 842 pts (A4);1.4;0;62;1;32;10;419
F028;ocr;0;2;51805;PDFCreator 2.2.2.0 Producer:       PDFCreator 2.2.2.0 ;PDFCreator 2.2.2.0 ;no;none;1;no;yes;595 x 842 pts (A4);1.6;90;121;0;0;0;162
F029;ocr;2;0;88290;Canon iR1022 ;Canon iR1022 ;no;none;2;no;yes;599.04 x 840.96 pts;1.3;0;1;1;1;0;0
F030;txt;0;2;35240;PDFCreator Version 1.7.1 ;GPL Ghostscript 9.07 ;no;none;2;no;no;595 x 842 pts (A4);1.4;90;34;3;3;2;60
F031;ocr;25;0;1904637;Xerox Phaser 3635MFP ;Xerox Phaser 3635MFP ;no;none;25;no;yes;595 x 842 pts (A4);1.5;0;1;1;1;0;0
F032;ocr;2;0;133197;none;none;no;none;2;no;yes;595.44 x 842.04 pts (A4);1.4;0;1;1;1;0;0
F033;txt;2;5;166936;none;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F034;txt;1;9;1476695;Microsoft® Word 2013 ;Microsoft® Word 2013;no;none;0;no;no;none;none;0;0;0;0;0;0
F035;txt;12;9;441815;Aspose.Words ;Aspose.Pdf.Kit for .NET 5.4.0.0 ;no;none;14;no;yes;595.35 x 842 pts (A4);1.6;0;61;16;1;14;276
F036;txt;3;6;157642;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F037;txt;0;2;45582;PDFCreator Version 1.7.1 ;GPL Ghostscript 9.07 ;no;none;1;no;yes;595 x 842 pts (A4);1.4;0;43;0;0;14;219
F038;txt;0;2;45384;PDFCreator Version 1.7.1 ;GPL Ghostscript 9.07 ;no;none;1;no;yes;595 x 842 pts (A4);1.4;0;37;0;0;11;208
F039;ocr;3;3;268229;Hewlett-Packard MFP ;PDFsharp 1.31.1789-g (www.pdfsharp.com) (Original: iText 2.1.7 by 1T3XT) ;no;AcroForm;3;no;no;595.32 x 841.92 pts (A4);1.4;0;7;5;5;0;20
F040;ocr;1;2;39317;PDFsharp 1.31.1789-g (www.pdfsharp.com) ;PDFsharp 1.31.1789-g (www.pdfsharp.com) (Original: iText 1.4.5 (by lowagie.com)) ;no;none;1;no;yes;595 x 842 pts (A4);1.4;0;5;0;0;0;11
F041;txt;6;12;481569;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;no;none;4;no;no;595 x 842 pts (A4);1.4;0;43;11;57;2;205
F042;ocr;2;0;677839;KMBT_C360 ;KONICA MINOLTA bizhub C360 ;no;none;2;no;yes;595.08 x 841.68 pts;1.4;0;1;1;1;0;0
F043;txt;5;7;155250;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: iText® 5.1.2 ©2000-2011 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F044;txt;5;7;155250;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: iText® 5.1.2 ©2000-2011 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F045;txt;3;8;128056;none;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F046;txt;5;6;146474;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: iText® 5.1.2 ©2000-2011 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F047;txt;5;10;210693;none;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F048;ocr;2;0;307658;RICOH MP 5054 ;RICOH MP 5054 ;no;none;2;no;yes;842.04 x 595.44 pts (A4);1.4;270;1;1;1;0;0
F049;txt;3;8;162211;none;none;no;none;0;no;no;none;none;0;0;0;0;0;0
F050;txt;5;7;156003;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: iText® 5.1.2 ©2000-2011 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F051;ocr;3;3;154766;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F052;ocr;9;0;401181;none;none;no;none;9;no;yes;599.04 x 842.04 pts;1.3;0;1;1;1;0;0
F053;ocr;1;0;71569;none;none;no;none;1;no;yes;599.04 x 842.04 pts;1.3;0;1;0;0;0;0
F054;ocr;18;0;387960;PScript5.dll Version 5.2.2 ;Acrobat Distiller 9.0.0 (Windows) ;no;none;18;no;yes;595 x 842 pts (A4);1.5;0;1;1;1;0;0
F055;ocr;6;0;429417;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;6;no;yes;595.44 x 841.92 pts (A4);1.4;0;1;1;1;0;0
F056;ocr;8;0;85293;Canon iR-ADV C5235  PDF ;Adobe PSL 1.2e for Canon ;no;none;2;no;yes;595.2 x 841.44 pts;1.4;0;1;1;1;0;0
F057;ocr;4;0;152028;none;iText 1.4.5 (by lowagie.com) ;no;none;4;no;yes;595 x 842 pts (A4);1.4;0;1;1;1;0;0
F058;ocr;1;3;83420;PScript5.dll Version 5.2.2 ;AFPL Ghostscript 8.50 ;no;none;1;no;yes;595 x 842 pts (A4);1.3;0;51;0;0;20;264
F059;ocr;1;2;137230;none;iText 2.1.7 by 1T3XT ;no;AcroForm;1;no;no;595.08 x 841.68 pts;1.6;0;9;0;0;0;26
F060;ocr;8;0;51303;KM_554e ;KONICA MINOLTA bizhub 554e ;no;none;1;no;yes;595 x 841 pts;1.4;0;1;0;0;0;0
F061;ocr;24;0;55658;KM_554e ;KONICA MINOLTA bizhub 554e ;no;none;2;no;yes;595 x 841 pts;1.4;0;1;1;1;0;0
F062;ocr;4;0;182591;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;4;no;yes;595.08 x 841.68 pts;1.4;0;1;1;1;0;0
F063;ocr;15;0;685736;PDFCreator Version 1.7.1 ;GPL Ghostscript 9.07 ;no;none;15;no;no;595 x 842 pts (A4);1.4;0;1;1;1;0;0
F064;ocr;16;0;488892;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;16;no;yes;595.08 x 841.68 pts;1.4;0;1;1;1;0;0
F065;txt;2;7;71788;Nitro Pro 8 ;none;no;AcroForm;3;no;yes;595 x 842 pts (A4);1.7;90;59;15;26;26;216
F066;ocr;1;0;46928;Sistemas Juridicos ;Gateway Software Productions, PDF_OCX v1.5 ;no;none;1;no;yes;595.08 x 841.68 pts;1.4;0;1;0;0;0;0
F067;txt;3;6;176985;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F068;txt;2;8;173182;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F069;txt;3;26;832976;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;no;none;47;no;no;595 x 842 pts (A4);1.4;0;42;43;11;2;105
F070;txt;2;5;112333;PFU ScanSnap Manager 5.1.30 #S1500 ;Adobe PDF Scan Library 3.2 ;no;none;2;no;yes;588.24 x 842.04 pts;1.3;0;62;1;1;26;350
F071;txt;28;4;1315171;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;29;no;yes;595 x 842 pts (A4);1.4;0;33;1;1;14;274
F072;ocr;22;9;1461724;none;none;no;none;22;no;yes;595 x 842 pts (A4);1.5;0;52;60;77;6;103
F073;txt;3;2;135999;PScript5.dll Version 5.2.2 ;AFPL Ghostscript 8.50 ;no;none;3;no;yes;595 x 842 pts (A4);1.3;0;59;50;38;33;287
F074;txt;1;3;60197;PScript5.dll Version 5.2.2 ;AFPL Ghostscript 8.50 ;no;none;1;no;yes;595 x 842 pts (A4);1.3;0;31;0;0;10;172
F075;txt;2;9;216658;Microsoft® Word 2013 ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: þÿ M i c r o s o f t ®   W o r d   2 0 1 3) ;no;none;2;no;no;595.32 x 841.92 pts (A4);1.5;0;35;65;65;15;212
F076;ocr;1;0;511579;Canon iR C3580                   ;Canon iR C3580                   ;no;none;1;no;yes;594.36 x 840.6 pts;1.3;0;1;0;0;0;0
F077;txt;1;4;154377;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;yes;none;3;no;yes;595.2 x 841.92 pts (A4);1.5;0;29;22;2;22;261
F078;txt;1;8;154154;PDFCreator Version 1.7.1 ;GPL Ghostscript 9.07;no;none;0;no;no;none;none;0;0;0;0;0;0
F079;ocr;6;0;292838;PDFCreator Version 1.5.0 ;GPL Ghostscript 9.05 ;no;none;2;no;no;595 x 842 pts (A4);1.4;90;1;1;1;0;0
F080;ocr;1;1;340993;KMBT_C252 ;KONICA MINOLTA bizhub C252;no;none;0;no;no;none;none;0;0;0;0;0;0
F081;ocr;1;0;33546;TOSHIBA e-STUDIO451c ;MFPImgLib V3.5 ;no;none;1;no;yes;584 x 830 pts;1.7;0;1;0;0;0;0
F082;ocr;8;1;2000645;22C-1Pardo Geijo ;Mac OS X 10.11 Quartz PDFContext ;no;AcroForm;8;no;yes;595.08 x 841.68 pts;1.5;0;2;1;1;0;2
F083;txt;1;2;72419;none;EVO HTML to PDF Converter 5.6 ;no;none;1;no;yes;612 x 842 pts;1.5;0;46;0;0;10;41
F084;txt;39;8;3270078;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;41;no;yes;595 x 842 pts (A4);1.4;0;51;30;1;33;465
F085;txt;1;2;113359;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;yes;none;2;no;yes;595.32 x 842.04 pts (A4);1.5;0;23;1;1;7;127
F086;txt;6;5;95461;none;iText® 5.1.3 ©2000-2011 1T3XT BVBA ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;50;35;35;20;351
F087;txt;9;6;126347;none;iText® 5.1.3 ©2000-2011 1T3XT BVBA ;no;none;3;no;yes;595 x 842 pts (A4);1.4;0;48;48;17;25;352
F088;txt;9;6;126345;none;iText® 5.1.3 ©2000-2011 1T3XT BVBA ;no;none;3;no;yes;595 x 842 pts (A4);1.4;0;48;48;17;25;352
F089;ocr;18;0;637573;none;none;no;none;18;no;yes;595.44 x 842.04 pts (A4);1.4;0;1;1;1;0;0
F090;ocr;1;0;46414;PFU ScanSnap Manager 4.2.31 ;Adobe PDF Scan Library 2.3 ;no;none;1;no;yes;592.32 x 842.4 pts;1.3;0;1;0;0;0;0
F091;txt;16;2;27369;none;null ;no;none;3;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;52;48;6;67
F092;txt;21;2;29676;none;null ;no;none;4;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;51;35;6;67
F093;txt;21;2;29661;none;null ;no;none;4;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;42;34;6;67
F094;txt;16;2;27353;none;null ;no;none;3;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;52;23;6;67
F095;txt;16;2;27634;none;null ;no;none;3;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;50;31;6;67
F096;txt;26;2;32424;none;null ;no;none;5;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;44;22;6;67
F097;txt;16;2;27245;none;null ;no;none;3;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;50;43;6;67
F098;txt;16;2;28684;none;null ;no;none;3;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;50;36;6;67
F099;txt;21;2;29614;none;null ;no;none;4;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;54;29;6;67
F100;txt;21;2;30492;none;null ;no;none;4;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;52;30;6;67
F101;txt;16;2;26996;none;null ;no;none;3;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;51;41;6;67
F102;txt;16;2;28939;none;null ;no;none;3;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;49;40;6;67
F103;txt;2;9;123645;Microsoft® Word 2010 ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: þÿ M i c r o s o f t ®   W o r d   2 0 1 0) ;no;none;2;no;no;595.32 x 841.92 pts (A4);1.5;0;43;89;89;21;259
F104;ocr;2;0;51450;KMBT_421 ;KONICA MINOLTA bizhub 421 ;no;none;2;no;yes;587.52 x 840.96 pts;1.4;0;1;1;1;0;0
F105;txt;2;5;148254;none;tx_pdf 21.0.151.500 ;no;none;2;no;yes;595.35 x 842 pts (A4);1.4;0;54;11;11;20;262
F106;txt;707;6;113906;PScript5.dll Version 5.2.2 ;AFPL Ghostscript 8.50 ;no;none;1;no;yes;595 x 842 pts (A4);1.3;0;37;0;0;8;176
F107;txt;0;4;12136;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;yes;none;1;no;yes;595.32 x 842.04 pts (A4);1.5;0;29;0;0;11;210
F108;ocr;38;0;64780;KM_554e ;KONICA MINOLTA bizhub 554e ;no;none;2;no;yes;595 x 841 pts;1.4;0;1;1;1;0;0
F109;txt;2;7;462455;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F110;txt;0;5;922119;Microsoft® Word 2016 ;Microsoft® Word 2016;no;none;0;no;no;none;none;0;0;0;0;0;0
F111;ocr;2;0;51928;DocuScan - NewInformatics ;none;no;none;2;no;yes;592 x 842 pts;1.4;0;1;1;1;0;0
F112;txt;1;7;411867;Microsoft® Word 2010 ;Microsoft® Word 2010 ;yes;none;7;no;yes;594.96 x 842.04 pts (A4);1.5;0;18;28;25;10;169
F113;ocr;1;0;284820;RICOH Aficio MP 301 ;RICOH Aficio MP 301 ;no;none;1;no;yes;595.44 x 842.04 pts (A4);1.4;0;1;0;0;0;0
F114;ocr;1;0;529784;none; ;no;none;1;no;yes;612 x 843 pts;1.5;0;1;0;0;0;0
F115;ocr;4;0;624598;Adobe Acrobat 11.0.8 ;GPL Ghostscript 8.71 ;no;none;4;no;yes;612 x 792 pts (letter);1.4;0;1;1;1;0;0
F116;ocr;5;4;247730;Nitro Pro 8 ;none;no;AcroForm;5;no;yes;595 x 842 pts (A4);1.7;90;51;2;29;18;153
F117;txt;3;8;126309;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F118;txt;0;2;139298;PDFCreator Version 1.7.0 ;GPL Ghostscript 9.07;no;none;0;no;no;none;none;0;0;0;0;0;0
F119;ocr;4;8;101452;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;4;no;yes;595 x 842 pts (A4);1.4;0;24;1;1;8;157
F120;txt;1;2;24897;none;itext-paulo (lowagie.com) - build 130 ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;30;13;13;19;295
F121;txt;1;2;24811;none;itext-paulo (lowagie.com) - build 130 ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;30;11;11;19;295
F122;txt;14;11;731206;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;PDFsharp 1.32.2608-g (www.pdfsharp.net) ;no;none;14;no;no;595 x 842 pts (A4);1.4;0;40;39;10;2;106
F123;ocr;7;0;175721;Gestion Juridica;http://www.adultpdf.com ;no;none;7;no;yes;594 x 792 pts;1.4;0;1;1;1;0;0
F124;ocr;3;0;71646;PScript5.dll Version 5.2.2 ;Acrobat Distiller 11.0 (Windows) ;no;none;3;no;yes;595 x 842 pts (A4);1.5;0;1;1;1;0;0
F125;txt;0;2;85143;PScript5.dll Version 5.2.2 ;AFPL Ghostscript 8.50 ;no;none;2;no;yes;595 x 842 pts (A4);1.3;0;45;49;49;9;239
F126;ocr;6;0;179274;PScript5.dll Version 5.2.2 ;Acrobat Distiller 8.0.0 (Windows) ;no;none;6;no;yes;595 x 842 pts (A4);1.4;0;1;1;1;0;0
F127;ocr;6;0;187707;PScript5.dll Version 5.2.2 ;Acrobat Distiller 8.0.0 (Windows) ;no;none;6;no;yes;595 x 842 pts (A4);1.4;0;1;1;1;0;0
F128;txt;4;11;242865;Microsoft® Word 2010 ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: þÿ ;no;none;4;no;yes;595 x 842 pts (A4);1.5;0;37;48;55;1;136
F129;ocr;4;0;81562;DocuScan - NewInformatics ;none;no;none;4;no;yes;592 x 842 pts;1.4;0;1;1;1;0;0
F130;txt;0;3;9315;PScript5.dll Version 5.2.2 ;AFPL Ghostscript 8.50 ;no;none;1;no;yes;595 x 842 pts (A4);1.3;0;34;0;0;10;182
F131;txt;3;10;133115;Microsoft® Word 2010 ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: þÿ M i c r o s o f t ®   W o r d   2 0 1 0) ;no;none;3;no;no;595 x 842 pts (A4);1.5;0;24;43;24;2;62
F132;ocr;79;10;14713023;Microsoft® Word 2010 ;Microsoft® Word 2010 ;yes;none;80;no;yes;595.32 x 842.04 pts (A4);1.5;0;41;1;2;9;204
F133;ocr;2;0;98310;PScript5.dll Version 5.2.2 ;Acrobat Distiller 8.0.0 (Windows) ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;1;1;1;0;0
F134;txt;3;2;138210;none;EVO HTML to PDF Converter 5.6 ;no;none;1;no;yes;612 x 842 pts;1.5;0;35;0;0;15;35
F135;txt;5;12;98513;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;6;no;yes;595 x 842 pts (A4);1.4;0;43;18;54;14;252
F136;ocr;9;0;247734;Canon iR2530 ;Canon iR2530 ;no;none;9;no;yes;599.04 x 840.96 pts;1.3;0;1;1;1;0;0
F137;ocr;2;6;162851;PFU ScanSnap Manager 5.1.30 #S1500 ;Adobe PDF Scan Library 3.2 ;no;none;2;no;yes;588.96 x 838.8 pts;1.3;0;127;1;1;28;461
F138;ocr;2;6;162851;PFU ScanSnap Manager 5.1.30 #S1500 ;Adobe PDF Scan Library 3.2 ;no;none;2;no;yes;588.96 x 838.8 pts;1.3;0;127;1;1;28;461
F139;ocr;2;6;162851;PFU ScanSnap Manager 5.1.30 #S1500 ;Adobe PDF Scan Library 3.2 ;no;none;2;no;yes;588.96 x 838.8 pts;1.3;0;127;1;1;28;461
F140;txt;4;5;301599;Aspose.Words ;Aspose.Pdf.Kit for .NET 5.4.0.0 ;no;none;5;no;yes;595.35 x 841.95 pts (A4);1.6;0;47;1;1;21;267
F141;txt;26;2;30387;none;null ;no;none;5;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;35;21;6;71
F142;txt;26;2;32312;none;null ;no;none;5;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;52;23;5;74
F143;txt;21;2;29488;none;null ;no;none;4;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;16;53;30;5;74
F144;txt;11;2;25110;none;null ;no;none;2;yes (print:yes copy:no change:no addNotes:no algorithm:RC4);no;595 x 842 pts (A4);1.3;0;17;29;29;6;66
F145;txt;1;4;38361;Microsoft® Office Word 2007 ;Microsoft® Office Word 2007 ;yes;none;2;no;yes;595.32 x 842.04 pts (A4);1.5;0;26;1;1;8;175
F146;txt;3;5;280990;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
F147;txt;24;17;440675;PDFCreator Version 1.7.1 ;GPL Ghostscript 9.07 ;no;none;22;no;no;595 x 842 pts (A4);1.4;0;20;20;52;0;19
F148;txt;1;12;248929;PDFCreator Version 1.7.1 ;GPL Ghostscript 9.07 ;no;none;3;no;no;595 x 842 pts (A4);1.4;0;30;56;45;0;129
F149;txt;3;17;274180;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;4;no;yes;595.28 x 841.89 pts (A4);1.4;0;34;51;47;7;205
F150;txt;4;31;1076917;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;4;no;no;595.28 x 841.89 pts (A4);1.4;0;34;39;45;6;209
F151;txt;4;31;1076706;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;4;no;no;595.28 x 841.89 pts (A4);1.4;0;34;39;45;6;206
F152;txt;2;6;93902; ;iTextSharp 5.0.6 (c) 1T3XT BVBA ;no;none;3;no;yes;595 x 842 pts (A4);1.4;0;27;55;23;1;81
F153;ocr;1;0;42083;none;none;no;none;1;no;yes;596 x 841 pts;1.4;0;1;0;0;0;0
F154;txt;1;2;14595;PDFCreator Version 1.7.2 ;GPL Ghostscript 9.10 ;no;none;1;no;yes;595 x 842 pts (A4);1.4;0;41;0;0;20;318
F155;ocr;3;4;238078;RICOH Aficio MP 9002 ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: RICOH Aficio MP 9002) ;no;none;3;no;yes;595 x 842 pts (A4);1.4;0;29;10;10;2;76
F156;ocr;3;0;58500;PScript5.dll Version 5.2.2 ;Acrobat Distiller 9.0.0 (Windows) ;no;none;3;no;yes;595 x 842 pts (A4);1.5;0;1;1;1;0;0
F157;ocr;1;0;28796;none;none;no;none;1;no;yes;593.28 x 832.32 pts;1.3;0;1;0;0;0;0
F158;txt;2;11;169328;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;PDFsharp 1.2.1269-g (www.pdfsharp.com) ;no;none;4;no;yes;595 x 842 pts (A4);1.4;0;40;15;17;24;346
F159;txt;8;14;240271;Nitro Pro 8 ;none;no;AcroForm;4;no;yes;595 x 842 pts (A4);1.7;90;43;47;35;15;132
F160;ocr;1;4;62743;PFU ScanSnap Manager 5.1.30 #S1500 ;PDFsharp 1.32.2608-g (www.pdfsharp.net) (Original: Adobe PDF Scan Library 3.2) ;no;none;2;no;yes;595 x 842 pts (A4);1.4;0;25;11;11;2;82
F161;ocr;3;3;125171;none;iText 5.0.4 (c) 1T3XT BVBA;no;none;0;no;no;none;none;0;0;0;0;0;0
